,Track_ID,Track_Name,Popularity,Artist_Name,Artist_Popularity,Album_Type,Album_Total_Tracks,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence,Release_Year
3879,3DrEqwLU2R6wNFKPiPEZhp,Side By Side,0,Coffee Shower,75,album,23,0.179,0.768,0.82,0.0,7,0.689,-4.63,0,0.0474,129.965,4,0.625,2013
3880,1ZdBf0NZR4oi7Gtxyy4E9Q,Creo En Ti,64,Julio Melgar,71,album,15,0.000346,0.482,0.833,0.0,5,0.365,-5.611,1,0.0449,148.039,4,0.74,2013
3881,3sARdgM5c3gVpsxV2mFa65,Moonrise,0,Asme,92,album,13,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,2017
3882,1yf97yL1ll8FYXC27c9VTw,Trees,59,Twenty One Pilots,82,album,12,0.856,0.372,0.239,0.000175,6,0.168,-11.314,0,0.0296,113.451,4,0.127,2013
3883,1tVnVIFTDB2TibUX5AIdgW,Cabins in the Laurel,0,The Ethereal Hillbilly,85,album,18,0.0846,0.4,0.915,0.0,0,0.0503,-4.89,1,0.28,88.917,3,0.878,2019
3884,3Th56VIq2sEaEmPPETu7p5,All of the Stars,55,Ed Sheeran,92,album,24,0.112,0.789,0.706,1.71e-05,11,0.0586,-4.233,0,0.0429,125.911,4,0.638,2013
3885,7uwmHYaO61K3C6mmmUehPm,Alice,0,ONIGAWARA,88,album,8,0.0162,0.719,0.798,2.34e-06,10,0.134,-4.582,1,0.0361,120.011,4,0.591,2020
3886,67qn3OtziLlpOtVZ22EiQ4,Smoke A Nigga (feat. Wiz Khalifa),59,Juicy J,77,album,16,0.386,0.688,0.853,0.0,10,0.0862,-5.814,1,0.0493,103.993,4,0.743,2013
3887,5bym0yyFg0iO5T05s1SjJ6,Karayel,0,Asme,74,album,13,0.00379,0.751,0.783,0.0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,2017
3888,3cKM7UXBZmgjEgEBTkaIlU,Strong,66,One Direction,95,album,18,0.529,0.855,0.954,0.0,0,0.205,-1.19,0,0.264,114.635,5,0.668,2013
3889,3k8P8Qig8HmxR05aNL7P6T,You Pick Me up Just to Put Me Down,0,The Ethereal Hillbilly,93,album,18,0.851,0.589,0.389,0.0,0,0.0772,-5.972,1,0.028,89.1,4,0.501,2019
3890,5yIiXdLRE85OBiQmCaUenq,Sure Be Cool If You Did,55,Blake Shelton,70,album,14,0.00676,0.435,0.837,0.0,3,0.117,-8.126,1,0.449,124.913,4,0.778,2013
3891,1FB69FBULJes10rQZyUWlz,Poyraz,0,Asme,77,album,13,0.11,0.66,0.867,0.0,6,0.0368,-4.285,0,0.116,93.033,4,0.377,2017
3892,5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),62,Ylvis,65,single,1,0.191,0.583,0.888,4.58e-05,11,0.0936,-9.414,0,0.0349,93.206,4,0.706,2013
3893,0YECNi0qmz51ed7564gVr2,I'm Gonna Be - 500 Miles,0,Coffee Shower,84,album,23,0.0048,0.7,0.709,0.0,7,0.029,-5.006,1,0.0838,122.019,4,0.624,2013
3894,6JKoTnberZoBgUuxa6l4Kh,Hive (feat. Vince Staples & Casey Veggies),56,Earl Sweatshirt,72,album,15,0.000715,0.561,0.741,1.4e-05,6,0.0822,-4.239,0,0.0419,139.001,4,0.776,2013
3895,53klIdOaUmCX7byAPoqB8y,Meeting in the Park,0,Mikis Theodorakis,73,album,10,0.0927,0.587,0.622,0.000636,4,0.2,-5.535,1,0.0303,107.943,4,0.231,2014
3896,7lhkOb0VNnTlshwifCEoSr,Molasses (feat. RZA),56,Earl Sweatshirt,86,album,15,0.063,0.687,0.631,0.0,9,0.108,-5.612,1,0.129,186.071,4,0.853,2013
3897,0WmOTCEtGjNOTvmf290LTX,Shoe Shop,0,Mikis Theodorakis,90,album,10,0.0111,0.722,0.758,0.0,11,0.308,-4.477,0,0.0471,128.047,4,0.62,2014
3898,4BDnfINTlfJPmLp1UV6CXt,Female Robbery,60,The Neighbourhood,63,album,11,0.348,0.606,0.497,0.0,4,0.275,-6.611,1,0.0277,130.739,4,0.362,2013
3899,4ZCaTr03LtELLsUCO8OG2J,Disillusion,0,Mikis Theodorakis,93,album,10,0.3,0.794,0.711,0.0,8,0.0955,-5.124,0,0.0699,174.915,4,0.955,2014
3900,0mvkwaZMP2gAy2ApQLtZRv,It's a Beautiful Day,65,Michael Bublé,88,album,14,0.0135,0.794,0.766,0.0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,2013
3901,3k8P8Qig8HmxR05aNL7P6T,You Pick Me up Just to Put Me Down,0,The Ethereal Hillbilly,93,album,18,0.511,0.498,0.59,0.0,1,0.107,-4.721,0,0.032,145.867,4,0.0784,2019
3902,163ZkKtGjrCU3GquoCqiZZ,Besitos,55,Pierce The Veil,93,album,13,0.0134,0.635,0.841,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,0.424,2013
3903,5vXoGfMUZQFAPMlZNaWukC,Asme-Tracker,0,Asme,69,album,13,0.0447,0.247,0.438,0.000867,5,0.111,-8.478,1,0.0358,185.711,3,0.39,2017
3904,54RCDE1TAewECyX4WDUVm1,See You Tonight,55,Scotty McCreery,93,album,16,0.148,0.704,0.558,0.0,2,0.107,-7.273,0,0.0542,110.444,4,0.245,2013
3906,36c4JohayB9qd64eidQMBi,Doin' it Right (feat. Panda Bear),60,Daft Punk,96,album,13,0.0175,0.435,0.76,0.0,8,0.158,-4.935,0,0.0721,80.082,4,0.206,2013
3908,4mQVHEjrnuUd7G5IVhSYTk,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],57,Justin Timberlake,75,single,1,0.989,0.303,0.187,0.489,2,0.101,-16.757,1,0.0356,132.731,4,0.213,2013
3909,7kOVPXQRInQLDIbwcfDC8t,Copper Kettle Coal,0,The Ethereal Hillbilly,77,album,18,0.185,0.673,0.886,0.0,1,0.0826,-4.44,0,0.0431,97.012,4,0.795,2019
3910,2vaa0nnDnNTlxCh7fCmjsr,Leave Her Johnny,58,Sean Dagher,96,compilation,16,0.219,0.374,0.568,0.00219,1,0.513,-3.825,0,0.109,84.733,4,0.111,2013
3911,5I4Q7uL3Aup98N6AAGbOlF,Sadie Mell,0,The Ethereal Hillbilly,90,album,18,0.271,0.723,0.86,4.56e-06,11,0.598,-4.357,1,0.203,126.979,4,0.667,2019
3912,6NmCCgnQcxKHPOAKgd9Nth,Baby I,61,Ariana Grande,82,album,12,0.0666,0.6,0.939,6.18e-06,7,0.34,-1.794,1,0.19,159.941,4,0.833,2013
3914,0HFrCOmhCYXlv4NdEwRAuj,"U.O.E.N.O. (feat. Rick Ross, Future)",55,Rocko,82,album,17,0.0991,0.755,0.837,0.0,2,0.289,-2.718,0,0.142,120.028,4,0.714,2013
3915,7Eo2yzp7oCN9HtvUxsj9OJ,"Caps, Coats & Cables",0,The Ethereal Hillbilly,67,album,18,0.132,0.454,0.82,0.000969,2,0.115,-4.193,1,0.0567,166.303,4,0.575,2019
3916,4Fpq4QkR06QRDkujBUk0JY,I Got A Car,54,George Strait,98,album,13,0.0739,0.455,0.623,0.000424,8,0.146,-3.878,1,0.0288,163.893,4,0.208,2013
3917,5SgBFuqIbIxWORM3K93nwa,O Günler,0,Asme,97,album,13,0.0401,0.728,0.859,0.0,5,0.111,-5.237,0,0.137,65.043,4,0.535,2017
3918,2u6fRGcaBhpI4uNBHpGv0b,Hallelujah,60,Rufus Wainwright,95,compilation,34,0.241,0.749,0.925,0.0,10,0.52,-5.034,1,0.227,86.989,4,0.641,2013
3920,15Qiz8DrlxNLZGVaLifOxM,Cocaine Habit (feat. Ryan Engleman),54,Shane Smith & the Saints,80,album,13,0.347,0.68,0.741,1.87e-06,2,0.117,-5.055,1,0.0357,127.024,4,0.635,2013
3921,6F0MemGPWzivag3CTJusgK,End Title,0,Mikis Theodorakis,86,album,10,0.389,0.671,0.726,0.882,7,0.14,-8.689,1,0.0272,102.002,4,0.581,2014
3922,2DWf9b143xSKlm7ZWn4nVP,"Because Dreaming Costs Money, My Dear",58,Mitski,83,album,11,0.0338,0.663,0.861,0.0,7,0.082,-3.398,0,0.109,119.963,4,0.654,2013
3923,22lOolcpQktoVP1hvtDGBE,Back to Sanity,0,Coffee Shower,96,album,23,0.0796,0.531,0.803,1.71e-05,1,0.176,-3.284,1,0.0717,142.113,4,0.221,2013
3924,4is2lDOSQPmYzvxY33dX40,Humpty,58,Mitski,93,album,11,0.332,0.621,0.82,0.0,10,0.104,-4.865,1,0.0367,144.905,4,0.452,2013
3925,4QgBLNm5f34ZqGStfzaePx,Unwind Quickly,0,The Ethereal Hillbilly,76,album,18,0.432,0.715,0.584,1.41e-06,8,0.095,-8.231,1,0.0296,90.99,4,0.609,2019
3926,51DZ0wUocQ8sQfjnibXVcD,Unbelievers,57,Vampire Weekend,83,album,12,0.0869,0.676,0.703,0.000687,8,0.0463,-5.815,0,0.0302,92.761,4,0.852,2013
3927,6oP6AHMVLn3PPYeeqBRSjb,A Can of Gasoline,0,Coffee Shower,76,album,23,0.0205,0.844,0.601,0.0,1,0.385,-5.283,1,0.157,73.989,4,0.331,2013
3928,0cfgMbqcqdDVkooYMhnrV2,Outlaw Shit (feat. Waylon Jennings & Yelawolf),54,Struggle Jennings,88,album,9,0.00125,0.652,0.812,3.01e-05,3,0.667,-3.797,0,0.0409,126.023,4,0.72,2013
3929,0y52PhHpBjs8KCcafpMi1V,History Train,0,Coffee Shower,75,album,23,0.179,0.768,0.82,0.0,7,0.689,-4.63,0,0.0474,129.965,4,0.625,2013
3930,5sjoJa0YmBCCPMrBPsBMge,Departure!,62,Masatoshi Ono,71,album,30,0.000346,0.482,0.833,0.0,5,0.365,-5.611,1,0.0449,148.039,4,0.74,2013
3931,7E9mtH7mxPFM4FyNkMT9mO,Freddy,0,Coffee Shower,92,album,23,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,2013
3932,3axCgesL3rsjGzCX9ZJCTo,Bones in the Ocean,57,The Longest Johns,82,single,5,0.856,0.372,0.239,0.000175,6,0.168,-11.314,0,0.0296,113.451,4,0.127,2013
3933,1x5ifwU8pd3VHEvXGAA8N9,You're Breathing New Life Into Me,0,Coffee Shower,85,album,23,0.0846,0.4,0.915,0.0,0,0.0503,-4.89,1,0.28,88.917,3,0.878,2013
3934,6wNUBZNWFxdUGof6vkaykE,One For The Road,64,Arctic Monkeys,92,album,12,0.112,0.789,0.706,1.71e-05,11,0.0586,-4.233,0,0.0429,125.911,4,0.638,2013
3935,4m8k5aSEs1RYksjd2SX0G1,TSU.BA.SA,0,ONIGAWARA,88,album,8,0.0162,0.719,0.798,2.34e-06,10,0.134,-4.582,1,0.0361,120.011,4,0.591,2020
3936,6RgrpOgbTI3M2qvA8XIvTb,Shuggie,57,Foxygen,77,album,9,0.386,0.688,0.853,0.0,10,0.0862,-5.814,1,0.0493,103.993,4,0.743,2013
3937,1kG6sVi54KJ1CI8gX3YS3h,DIGITAL LOVE,0,ONIGAWARA,74,album,8,0.00379,0.751,0.783,0.0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,2020
3938,08l1JURDZhRhQsOM1OTL8w,III. Urn,56,Childish Gambino,95,album,19,0.529,0.855,0.954,0.0,0,0.205,-1.19,0,0.264,114.635,5,0.668,2013
3939,0hXOMWjZ6NF216EiSLiSJM,Debonair,0,Coffee Shower,93,album,23,0.851,0.589,0.389,0.0,0,0.0772,-5.972,1,0.028,89.1,4,0.501,2013
3940,0pgeVJrdNok4KhbiM58ayZ,All Gold Everything,54,Trinidad James,70,album,11,0.00676,0.435,0.837,0.0,3,0.117,-8.126,1,0.449,124.913,4,0.778,2013
3941,5bYeqaiDXWfUKe27Hujwkq,Fight the Fire,0,Coffee Shower,77,album,23,0.11,0.66,0.867,0.0,6,0.0368,-4.285,0,0.116,93.033,4,0.377,2013
3942,60Mq4EumvcSXznNugo9Op3,Long Live A$AP,57,A$AP Rocky,65,album,17,0.191,0.583,0.888,4.58e-05,11,0.0936,-9.414,0,0.0349,93.206,4,0.706,2013
3943,1frJjPRH5gDksa2mOWVECP,2 Cellos 1 Beat,0,Asme,84,album,13,0.0048,0.7,0.709,0.0,7,0.029,-5.006,1,0.0838,122.019,4,0.624,2017
3944,0ccmrEgpKa5iFvijTxIrGf,I.Crawl,56,Childish Gambino,72,album,19,0.000715,0.561,0.741,1.4e-05,6,0.0822,-4.239,0,0.0419,139.001,4,0.776,2013
3945,0CyqXYPJxjt6JkndzJjeop,Cheap Motels,0,The Ethereal Hillbilly,73,album,18,0.0927,0.587,0.622,0.000636,4,0.2,-5.535,1,0.0303,107.943,4,0.231,2019
3946,00CqEmnPLFKDhAb3cuu6Cs,Halo,54,Cage The Elephant,86,album,10,0.063,0.687,0.631,0.0,9,0.108,-5.612,1,0.129,186.071,4,0.853,2013
3948,4C463MZrXGxq3t7A3wlGuV,"Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",56,Jonathan Groff,63,compilation,59,0.348,0.606,0.497,0.0,4,0.275,-6.611,1,0.0277,130.739,4,0.362,2013
3949,5jJpegVjvdXt8iAZx8XAQF,Laurie's Fable,0,Mikis Theodorakis,93,album,10,0.3,0.794,0.711,0.0,8,0.0955,-5.124,0,0.0699,174.915,4,0.955,2014
3950,5fHgBb5r91Jmdr8Q7dwmad,Secunda,58,Jeremy Soule,88,album,53,0.0135,0.794,0.766,0.0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,2013
3951,0h9m4XGuLk5IiGAIZ2mCz2,Big Red Ball,0,The Ethereal Hillbilly,93,album,18,0.511,0.498,0.59,0.0,1,0.107,-4.721,0,0.032,145.867,4,0.0784,2019
3952,4K0odcECsBvgzv9Lr9z4kd,Aria Math,60,C418,93,album,30,0.0134,0.635,0.841,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,0.424,2013
3954,3tnfHy341CDlAtcSmUtuOG,I Am the Antichrist to You,61,Kishi Bashi,93,album,9,0.148,0.704,0.558,0.0,2,0.107,-7.273,0,0.0542,110.444,4,0.245,2013
3956,7L3YDa0Fd8pmzpAyu6EKOS,Fragile,56,Tech N9ne,96,album,21,0.0175,0.435,0.76,0.0,8,0.158,-4.935,0,0.0721,80.082,4,0.206,2013
3957,0lYybHKHk56iN0nhoUVVwi,"Bye, Bye Baby",0,ONIGAWARA,82,album,8,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0,0.1,81.001,4,0.498,2020
3958,4FjT3dqUW2Uq0R3pMz5V7C,Help Me Lose My Mind,58,Disclosure,75,album,16,0.989,0.303,0.187,0.489,2,0.101,-16.757,1,0.0356,132.731,4,0.213,2013
3960,2up69Rho7swRdP1MHqzX3n,Pam Pam,63,Wisin & Yandel,96,compilation,12,0.219,0.374,0.568,0.00219,1,0.513,-3.825,0,0.109,84.733,4,0.111,2013
3962,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,65,Armin van Buuren,82,album,15,0.0666,0.6,0.939,6.18e-06,7,0.34,-1.794,1,0.19,159.941,4,0.833,2013
3963,77FiBiXVctpCuQERML5yYh,The Auctioneer,0,Coffee Shower,96,album,23,0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,4,0.576,2013
3964,5eCRkTcecpAXVWtS11GP5C,From Time,53,Drake,82,album,15,0.0991,0.755,0.837,0.0,2,0.289,-2.718,0,0.142,120.028,4,0.714,2013
3965,7BS6sx6z1omz6T0CqtocEV,On the Streets,0,Mikis Theodorakis,67,album,10,0.132,0.454,0.82,0.000969,2,0.115,-4.193,1,0.0567,166.303,4,0.575,2014
3966,0MJ5Qltavj6AWdxjheHlSI,I Got Loaded,54,The Wood Brothers,98,album,11,0.0739,0.455,0.623,0.000424,8,0.146,-3.878,1,0.0288,163.893,4,0.208,2013
3967,0Zc6eREEXvQHsTKojFLeOW,On the Other Side of the Fence,0,Coffee Shower,97,album,23,0.0401,0.728,0.859,0.0,5,0.111,-5.237,0,0.137,65.043,4,0.535,2013
3968,2zcDKH43LMkNjWKDjppAd2,Disasterology,55,Pierce The Veil,95,album,13,0.241,0.749,0.925,0.0,10,0.52,-5.034,1,0.227,86.989,4,0.641,2013
3969,0tEYnJMVLbWWWNxRjuWwyc,Paper Misfeed,0,Coffee Shower,86,album,23,0.38,0.675,0.734,0.895,7,0.141,-8.659,1,0.0265,101.998,4,0.533,2013
3970,31ZTP0DkLaJLNY9EAXGaa9,Nimbasa CORE,57,plasterbrain,80,single,1,0.347,0.68,0.741,1.87e-06,2,0.117,-5.055,1,0.0357,127.024,4,0.635,2013
3972,1D3YGmST01Ba0WRiT7THPG,I Sat by the Ocean,62,Queens of the Stone Age,83,album,10,0.0338,0.663,0.861,0.0,7,0.082,-3.398,0,0.109,119.963,4,0.654,2013
3973,59VlTcsb8FO20DQZZNofOG,kanjo ~Sensation~,0,ONIGAWARA,96,album,8,0.0796,0.531,0.803,1.71e-05,1,0.176,-3.284,1,0.0717,142.113,4,0.221,2020
3974,5tGGvBpnjKJosBAmsb9eHX,Mama Said Knock You Out,53,Five Finger Death Punch,93,album,29,0.332,0.621,0.82,0.0,10,0.104,-4.865,1,0.0367,144.905,4,0.452,2013
3976,7Dgt0TvvmEnKMRBoU8GF3C,Terrible Things,58,Brick + Mortar,83,album,7,0.0869,0.676,0.703,0.000687,8,0.0463,-5.815,0,0.0302,92.761,4,0.852,2013
3977,4KgT2FIAGpMOsWAopJ0w8P,The Book of Your Life,0,Coffee Shower,76,album,23,0.0205,0.844,0.601,0.0,1,0.385,-5.283,1,0.157,73.989,4,0.331,2013
3978,1iupzLgX4O0Qosb4yDpYoz,Salute,64,Little Mix,88,album,21,0.00125,0.652,0.812,3.01e-05,3,0.667,-3.797,0,0.0409,126.023,4,0.72,2013
3979,4m7pmuicefmD1E0pIFomq6,secret code,0,ONIGAWARA,75,album,8,0.179,0.768,0.82,0.0,7,0.689,-4.63,0,0.0474,129.965,4,0.625,2020
3980,2VuwpxQR7rTPWkoLkpANdz,Whom Shall I Fear (God Of Angel Armies),56,Chris Tomlin,71,album,12,0.000346,0.482,0.833,0.0,5,0.365,-5.611,1,0.0449,148.039,4,0.74,2013
3981,29rZYvfJJU0zlC5fZzZnqM,Hindrance,0,The Ethereal Hillbilly,92,album,18,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,2019
3982,2RKmGDTq840oLpKC0WOaCr,Odds Are,56,Barenaked Ladies,82,album,12,0.856,0.372,0.239,0.000175,6,0.168,-11.314,0,0.0296,113.451,4,0.127,2013
3984,4DDVNfXxsHAlvg4nace2Ze,Dear Mom,53,Kolton Moore & the Clever Few,92,album,10,0.112,0.789,0.706,1.71e-05,11,0.0586,-4.233,0,0.0429,125.911,4,0.638,2013
3985,2aue4gD6SSSpBGEGSxJuPO,İsmail,0,Asme,88,album,13,0.0162,0.719,0.798,2.34e-06,10,0.134,-4.582,1,0.0361,120.011,4,0.591,2017
3986,3Z3D2hnbZnveVhTuOifJyt,I See You,54,Luke Bryan,77,album,13,0.386,0.688,0.853,0.0,10,0.0862,-5.814,1,0.0493,103.993,4,0.743,2013
3987,2dbNJBkBIdKymZPggJkHtJ,CHRISTMAS ~ONIGAWARA ver.~,0,ONIGAWARA,74,album,8,0.00379,0.751,0.783,0.0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,2020
3988,2dm13KtTfScU9ObCzYzGyS,Woodland,56,The Paper Kites,95,single,6,0.529,0.855,0.954,0.0,0,0.205,-1.19,0,0.264,114.635,5,0.668,2013
3989,70mKf4SUADrGBvri49pUtk,Take Me Back,0,The Ethereal Hillbilly,93,album,18,0.851,0.589,0.389,0.0,0,0.0772,-5.972,1,0.028,89.1,4,0.501,2019
3990,4PYOh644yKjYyvyVUHqcof,Great Are You Lord - Live,57,All Sons & Daughters,70,album,13,0.00676,0.435,0.837,0.0,3,0.117,-8.126,1,0.449,124.913,4,0.778,2013
3991,0DJPYKndFwz5xFgaXjnjyx,The Good Father,0,Coffee Shower,77,album,23,0.11,0.66,0.867,0.0,6,0.0368,-4.285,0,0.116,93.033,4,0.377,2013
3992,0qO4GfXADY9QfgcgtrasT9,Hoy Tengo Ganas De Ti,67,Alejandro Fernández,65,album,11,0.191,0.583,0.888,4.58e-05,11,0.0936,-9.414,0,0.0349,93.206,4,0.706,2013
3993,4hoi8meSv2oevHhi0PJh9u,Leo the Lion,0,The Ethereal Hillbilly,84,album,18,0.0048,0.7,0.709,0.0,7,0.029,-5.006,1,0.0838,122.019,4,0.624,2019
3994,3mN9RcQg6oSPDSumrYNLFa,"Take Yours, I'll Take Mine",63,Matthew Mole,72,album,12,0.000715,0.561,0.741,1.4e-05,6,0.0822,-4.239,0,0.0419,139.001,4,0.776,2013
3996,5j0YyFRMWxtQxRKrGjvPfm,Sloth's Revenge,53,Dirty Heads,86,album,11,0.063,0.687,0.631,0.0,9,0.108,-5.612,1,0.129,186.071,4,0.853,2013
3997,6TbnXUcKgGhOXy2cAgaufP,Game Over,0,Asme,90,album,13,0.0111,0.722,0.758,0.0,11,0.308,-4.477,0,0.0471,128.047,4,0.62,2017
3998,0W0a0NRRKU6UqHNyZewmX2,Real Fan Noise (White Noise),57,White Noise Sound Garden,63,album,10,0.348,0.606,0.497,0.0,4,0.275,-6.611,1,0.0277,130.739,4,0.362,2013
4000,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,85,J. Cole,88,album,13,0.0135,0.794,0.766,0.0,9,0.0785,-3.894,0,0.0377,127.007,4,0.55,2014
4001,5KnTfINZimBcMmBOwKCe1n,The Living Years - 2014 Remastered,29,Mike & The Mechanics,93,compilation,37,0.511,0.498,0.59,0.0,1,0.107,-4.721,0,0.032,145.867,4,0.0784,2014
4002,4SqWKzw0CbA05TGszDgMlc,I Love You So,88,The Walters,93,single,1,0.0134,0.635,0.841,0.0,5,0.0622,-5.379,1,0.0422,109.021,4,0.424,2014
4003,184QpO8ZchGncbNyJe9SDT,Make Me Smile (Come up and See Me) - 2014 Remaster,62,Steve Harley,69,album,27,0.0447,0.247,0.438,0.000867,5,0.111,-8.478,1,0.0358,185.711,3,0.39,1975
4004,4tqcoej1zPvwePZCzuAjJd,Wet Dreamz,80,J. Cole,93,album,13,0.148,0.704,0.558,0.0,2,0.107,-7.273,0,0.0542,110.444,4,0.245,2014
4005,38A47mTFHWoAzWmxK3ioge,25 Years - 2014 Remaster,25,Pantera,71,album,21,0.00544,0.76,0.595,0.0,1,0.241,-6.366,1,0.0391,131.497,4,0.361,2014
4006,3JvrhDOgAt6p7K8mDyZwRd,Riptide,77,Vance Joy,96,album,15,0.0175,0.435,0.76,0.0,8,0.158,-4.935,0,0.0721,80.082,4,0.206,2014
4008,2LKOHdMsL0K9KwcPRlJK2v,After Dark,81,Mr.Kitty,75,album,15,0.989,0.303,0.187,0.489,2,0.101,-16.757,1,0.0356,132.731,4,0.213,2014
4009,04Lw9ot3N6m7o4Z02JdwCx,Isn't It Love - 2014 Version,32,Andrew Peterson,77,album,20,0.185,0.673,0.886,0.0,1,0.0826,-4.44,0,0.0431,97.012,4,0.795,2014
4010,7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,79,Mac DeMarco,96,album,11,0.219,0.374,0.568,0.00219,1,0.513,-3.825,0,0.109,84.733,4,0.111,2014
4011,1Bd0OoAaMAEo6PIIJRTmKw,One Man's Shame,31,William Elliott Whitmore,90,album,9,0.271,0.723,0.86,4.56e-06,11,0.598,-4.357,1,0.203,126.979,4,0.667,2014
4012,1H7zdcRD0gLGQY0w5ejGgX,Lovers Rock,78,TV Girl,82,album,12,0.0666,0.6,0.939,6.18e-06,7,0.34,-1.794,1,0.19,159.941,4,0.833,2014
4013,1xTyQ9qE4xFnNxTpjTMTO9,After the Last Tear Falls - 2014 Version,24,Andrew Peterson,96,album,20,0.0161,0.542,0.914,0.0,0,0.744,-4.747,0,0.113,153.993,4,0.576,2014
4014,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,74,OneRepublic,82,album,15,0.0991,0.755,0.837,0.0,2,0.289,-2.718,0,0.142,120.028,4,0.714,2014
4015,77fZo3nQoye29FVUJH4KJp,Holy Is the Lord - 2014 Version,23,Andrew Peterson,67,album,20,0.132,0.454,0.82,0.000969,2,0.115,-4.193,1,0.0567,166.303,4,0.575,2014
4016,1p80LdxRV74UKvL8gnD7ky,Blank Space,73,Taylor Swift,98,album,13,0.0739,0.455,0.623,0.000424,8,0.146,-3.878,1,0.0288,163.893,4,0.208,2014
4017,1wTfWD7cPnA0JXCrUHz9fX,Faith to Be Strong - 2014 Version,23,Andrew Peterson,97,album,20,0.0401,0.728,0.859,0.0,5,0.111,-5.237,0,0.137,65.043,4,0.535,2014
4018,0zO8ctW0UiuOefR87OeJOZ,Collard Greens,77,ScHoolboy Q,95,album,15,0.241,0.749,0.925,0.0,10,0.52,-5.034,1,0.227,86.989,4,0.641,2014
4019,5n8g08knh3A7mlGCueI1OR,Diggin' my Grave,29,William Elliott Whitmore,86,album,9,0.38,0.675,0.734,0.895,7,0.141,-8.659,1,0.0265,101.998,4,0.533,2014
4020,1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,74,Hozier,80,album,15,0.347,0.68,0.741,1.87e-06,2,0.117,-5.055,1,0.0357,127.024,4,0.635,2014
4021,63yPL9q0AkXl2viQ6HTyRb,The Silence of God - 2014 Version,19,Andrew Peterson,86,album,20,0.389,0.671,0.726,0.882,7,0.14,-8.689,1,0.0272,102.002,4,0.581,2014
4022,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,79,Pitbull,83,album,11,0.0338,0.663,0.861,0.0,7,0.082,-3.398,0,0.109,119.963,4,0.654,2014
4023,04zMbsnom1lK2IHJhCjW9j,Strobe - Michael Woods 2014 Remix,18,deadmau5,96,album,25,0.0796,0.531,0.803,1.71e-05,1,0.176,-3.284,1,0.0717,142.113,4,0.221,2014
4024,3sslYZcFKtUvIEWN9lADgr,First Love / Late Spring,78,Mitski,93,album,10,0.332,0.621,0.82,0.0,10,0.104,-4.865,1,0.0367,144.905,4,0.452,2014
4025,4PmHkAbHAIE0xqxIEyalEB,No More Faith - 2014 Version,15,Andrew Peterson,76,album,20,0.432,0.715,0.584,1.41e-06,8,0.095,-8.231,1,0.0296,90.99,4,0.609,2014
4026,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,80,WALK THE MOON,83,album,12,0.0869,0.676,0.703,0.000687,8,0.0463,-5.815,0,0.0302,92.761,4,0.852,2014
4027,6yAlXZOhUfmEzpfL7UwIS0,And What Is Ya Name - 2014 Mix,13,Mac Dre,76,album,14,0.0205,0.844,0.601,0.0,1,0.385,-5.283,1,0.157,73.989,4,0.331,2014
4028,4gbVRS8gloEluzf0GzDOFc,Maps,81,Maroon 5,88,album,12,0.00125,0.652,0.812,3.01e-05,3,0.667,-3.797,0,0.0409,126.023,4,0.72,2014
4029,05jjQt52Ds3LVpj3wFbtSA,Real - Radio Edit,14,Years & Years,75,compilation,20,0.179,0.768,0.82,0.0,7,0.689,-4.63,0,0.0474,129.965,4,0.625,2014
4030,1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,72,5 Seconds of Summer,71,album,16,0.000346,0.482,0.833,0.0,5,0.365,-5.611,1,0.0449,148.039,4,0.74,2014
4031,3tvipK9OuE0j05BTRlE5EM,One Hundred Years from Now,14,Wilco,92,compilation,77,0.0105,0.769,0.684,0.000125,1,0.0887,-5.019,1,0.0411,127.972,4,0.835,2014
4032,0ct6r3EGTcMLPtrXHDvVjc,The Nights,84,Avicii,82,album,4,0.856,0.372,0.239,0.000175,6,0.168,-11.314,0,0.0296,113.451,4,0.127,2014
